rank	score	disease_name	disease_identifier
3593	0.4314	Alport syndrome-intellectual disability-midface hypoplasia-elliptocytosis syndrome	ORPHA:86818
3593	0.4314	?Combined oxidative phosphorylation deficiency 41	OMIM:618838
3593	0.4314	Combined oxidative phosphorylation deficiency 40	OMIM:618835
3593	0.4314	Isolated Klippel-Feil syndrome	ORPHA:2345
3593	0.4314	Charcot-Marie-Tooth disease, axonal, type 2A2A	OMIM:609260
3593	0.4314	Charcot-Marie-Tooth disease, axonal, type 2A2B	OMIM:617087
3593	0.4314	?Peripheral neuropathy, myopathy, hoarseness, and hearing loss	OMIM:614369
3593	0.4314	Autosomal dominant spastic paraplegia type 10	ORPHA:100991
3593	0.4314	BOR syndrome	ORPHA:107
3593	0.4314	Branchiootorenal syndrome 2	OMIM:610896
3593	0.4314	Visceral neuropathy, familial, 1, autosomal recessive	OMIM:243180
3593	0.4314	Erythrokeratodermia variabilis	ORPHA:317
3593	0.4314	Glycogen storage disease II	OMIM:232300
3593	0.4314	?Ciliary dyskinesia, primary, 46	OMIM:619436
3593	0.4314	Dyschromatosis universalis hereditaria	ORPHA:241
3593	0.4314	?Leukoencephalopathy with dystonia and motor neuropathy	OMIM:613724
3593	0.4314	Congenital ichthyosiform erythroderma	ORPHA:79394
3593	0.4314	Congenital ichthyosiform erythroderma	ORPHA:79394
3593	0.4314	Kearns-Sayre syndrome	ORPHA:480
3593	0.4314	Deafness, autosomal dominant 87	OMIM:620281
3593	0.4314	?Deafness, autosomal dominant 88	OMIM:620283
3593	0.4314	Mitochondrial complex I deficiency, nuclear type 26	OMIM:618247
3593	0.4314	Erythrokeratodermia variabilis	ORPHA:317
3593	0.4314	Waardenburg-Shah syndrome	ORPHA:897
3593	0.4314	Congenital ichthyosiform erythroderma	ORPHA:79394
3593	0.4314	Noonan syndrome-like disorder with loose anagen hair	ORPHA:2701
3593	0.4314	Townes-Brocks syndrome	ORPHA:857
3593	0.4314	AGel amyloidosis	ORPHA:85448
3593	0.4314	Dementia, familial Danish	OMIM:117300
3593	0.4314	Congenital ichthyosiform erythroderma	ORPHA:79394
3593	0.4314	Combined oxidative phosphorylation deficiency 42	OMIM:618839
3593	0.4314	Porphyria due to ALA dehydratase deficiency	ORPHA:100924
3593	0.4314	Isolated Klippel-Feil syndrome	ORPHA:2345
3593	0.4314	Moebius syndrome	ORPHA:570
3593	0.4314	Myasthenic syndrome, congenital, 7A, presynaptic, and distal motor neuropathy, autosomal dominant	OMIM:616040
3593	0.4314	Ciliary dyskinesia, primary, 2	OMIM:606763
3593	0.4314	Alport syndrome-intellectual disability-midface hypoplasia-elliptocytosis syndrome	ORPHA:86818
3593	0.4314	Congenital ichthyosiform erythroderma	ORPHA:79394
3593	0.4314	Congenital ichthyosiform erythroderma	ORPHA:79394
3593	0.4314	Congenital ichthyosiform erythroderma	ORPHA:79394
3593	0.4314	Intellectual developmental disorder with nasal speech, dysmorphic facies, and variable skeletal anomalies	OMIM:618608
3593	0.4314	Optic atrophy 3 with cataract	OMIM:165300
3593	0.4314	?Braddock-Carey syndrome 2	OMIM:619981
3593	0.4314	Adult-onset chronic progressive external ophthalmoplegia with mitochondrial myopathy	ORPHA:329336
3593	0.4314	Fascioscapulohumeral muscular dystrophy 2, digenic	OMIM:158901
3593	0.4314	Congenital ichthyosiform erythroderma	ORPHA:79394
3593	0.4314	Sclerosing cholangitis, neonatal	OMIM:617394
3593	0.4314	Congenital ichthyosiform erythroderma	ORPHA:79394
3593	0.4314	Erythrokeratodermia variabilis	ORPHA:317
3593	0.4314	Ciliary dyskinesia, primary, 37	OMIM:617577
3593	0.4314	Mitochondrial myopathy-cerebellar ataxia-pigmentary retinopathy syndrome	ORPHA:502423
3593	0.4314	Myopathy, mitochondrial, and ataxia	OMIM:617675
3593	0.4314	Rapp-Hodgkin syndrome	OMIM:129400
3593	0.4314	Ectrodactyly, ectodermal dysplasia, and cleft lip/palate syndrome 3	OMIM:604292
3726	0.4311	Opsismodysplasia	ORPHA:2746
3727	0.431	Rigid spine syndrome	ORPHA:97244
3727	0.431	Rigid spine syndrome	ORPHA:97244
3729	0.4308	Cerebral autosomal recessive arteriopathy-subcortical infarcts-leukoencephalopathy	ORPHA:199354
3730	0.4307	Short stature, auditory canal atresia, mandibular hypoplasia, skeletal abnormalities	OMIM:602471
3731	0.4303	Marbach-Rustad progeroid syndrome	OMIM:619322
3732	0.4294	Systemic lupus erythematosus	ORPHA:536
3732	0.4294	Lupus nephritis, susceptibility to	OMIM:152700
3732	0.4294	Systemic lupus erythematosus	ORPHA:536
3732	0.4294	Systemic lupus erythematosus, susceptibility to	OMIM:152700
3732	0.4294	Systemic lupus erythematosus, susceptibility to	OMIM:152700
3732	0.4294	Systemic lupus erythematosus	ORPHA:536
3732	0.4294	Autoimmune lymphoproliferative syndrome	ORPHA:3261
3732	0.4294	Systemic lupus erythematosus	ORPHA:536
3732	0.4294	Systemic lupus erythematosus	ORPHA:536
3732	0.4294	Systemic lupus erythematosus	ORPHA:536
3732	0.4294	Systemic lupus erythematosus	ORPHA:536
3732	0.4294	Systemic lupus erythematosus	ORPHA:536
3732	0.4294	Systemic lupus erythematosus	ORPHA:536
3732	0.4294	Systemic lupus erythematosus	ORPHA:536
3732	0.4294	Systemic lupus erythematosus	ORPHA:536
3732	0.4294	Autoimmune lymphoproliferative syndrome	ORPHA:3261
3732	0.4294	Takayasu arteritis	ORPHA:3287
3732	0.4294	Systemic lupus erythematosus	ORPHA:536
3732	0.4294	Systemic lupus erythematosus	ORPHA:536
3732	0.4294	Takayasu arteritis	ORPHA:3287
3732	0.4294	Autoimmune lymphoproliferative syndrome	ORPHA:3261
3732	0.4294	Autoimmune lymphoproliferative syndrome	ORPHA:3261
3732	0.4294	Systemic lupus erythematosus	ORPHA:536
3732	0.4294	Systemic lupus erythematosus	ORPHA:536
3732	0.4294	Systemic lupus erythematosus	ORPHA:536
3732	0.4294	Systemic lupus erythematosus	ORPHA:536
3732	0.4294	Systemic lupus erythematosus	ORPHA:536
3732	0.4294	Autoimmune lymphoproliferative syndrome	ORPHA:3261
3732	0.4294	Systemic lupus erythematosus susceptibility to	OMIM:152700
3732	0.4294	Systemic lupus erythematosus	ORPHA:536
3732	0.4294	Systemic lupus erythematosus	ORPHA:536
3732	0.4294	Systemic lupus erythematosus	ORPHA:536
3732	0.4294	Systemic lupus erythematosus, susceptibility to	OMIM:152700
3732	0.4294	Systemic lupus erythematosus	ORPHA:536
3732	0.4294	Systemic lupus erythematosus	ORPHA:536
3732	0.4294	Systemic lupus erythematosus, susceptibility to	OMIM:152700
3732	0.4294	Systemic lupus erythematosus	ORPHA:536
3732	0.4294	Systemic lupus erythematosus	ORPHA:536
3732	0.4294	Systemic lupus erythematosus	ORPHA:536
3732	0.4294	Systemic lupus erythematosus	ORPHA:536
3732	0.4294	Systemic lupus erythematosus	ORPHA:536
3732	0.4294	Systemic lupus erythematosus	ORPHA:536
3732	0.4294	Takayasu arteritis	ORPHA:3287
3732	0.4294	Systemic lupus erythematosus	ORPHA:536
3776	0.4292	Arnold-Chiari malformation type I	ORPHA:268882
3777	0.429	Osteogenesis imperfecta, type XVII	OMIM:616507
3778	0.4287	Neurodevelopmental disorder with infantile epileptic spasms	OMIM:619373
3779	0.4285	Endosteal hyperostosis	OMIM:144750
3780	0.4283	Ciliary dyskinesia, primary, 47, and lissencephaly	OMIM:619466
3781	0.4282	?Hermansky-Pudlak syndrome 9	OMIM:614171
3781	0.4282	Spinocerebellar ataxia type 29	ORPHA:208513
3781	0.4282	Joubert syndrome 31	OMIM:617761
3781	0.4282	Spastic paraplegia 75, autosomal recessive	OMIM:616680
3781	0.4282	Autosomal recessive spastic paraplegia type 75	ORPHA:459056
3781	0.4282	Trichothiodystrophy 4, nonphotosensitive	OMIM:234050
3781	0.4282	Bosch-Boonstra-Schaaf optic atrophy syndrome	OMIM:615722
3781	0.4282	Cerebellar ataxia, Cayman type	ORPHA:94122
3781	0.4282	Ataxia, cerebellar, Cayman type	OMIM:601238
3781	0.4282	Joubert syndrome 28	OMIM:617121
3781	0.4282	Neuropathy, hereditary motor and sensory, type VIB	OMIM:616505
3781	0.4282	Spinocerebellar ataxia, autosomal recessive 14	OMIM:615386
3781	0.4282	Spectrin-associated autosomal recessive cerebellar ataxia	ORPHA:352403
3781	0.4282	Revesz syndrome	OMIM:268130
3781	0.4282	Peroxisome biogenesis disorder 8B	OMIM:614877
3781	0.4282	Joubert syndrome 5	OMIM:610188
3781	0.4282	?Bardet-Biedl syndrome 14	OMIM:615991
3781	0.4282	Spinocerebellar ataxia, autosomal recessive 18	OMIM:616204
3781	0.4282	Intellectual developmental disorder, autosomal recessive 77	OMIM:619988
3781	0.4282	Joubert syndrome 4	OMIM:609583
3781	0.4282	Joubert syndrome 7	OMIM:611560
3781	0.4282	Joubert syndrome 24	OMIM:616654
3781	0.4282	Joubert syndrome 14	OMIM:614424
3781	0.4282	Bardet-Biedl syndrome 14, modifier of	OMIM:615991
3781	0.4282	Nephronophthisis 11	OMIM:613550
3781	0.4282	Spinocerebellar ataxia type 7	ORPHA:94147
3781	0.4282	Neurodegeneration, childhood-onset, with cerebellar atrophy	OMIM:618276
3781	0.4282	Baker-Gordon syndrome	OMIM:618218
3781	0.4282	Cardiofaciocutaneous syndrome 4	OMIM:615280
3781	0.4282	Microcephaly and chorioretinopathy, autosomal recessive, 3	OMIM:616335
3781	0.4282	Ataxia-intellectual disability-oculomotor apraxia-cerebellar cysts syndrome	ORPHA:370022
3781	0.4282	Hermansky-Pudlak syndrome 6	OMIM:614075
3781	0.4282	Intellectual developmental disorder, X-linked 106	OMIM:300997
3781	0.4282	Mosaic variegated aneuploidy syndrome 7 with inflammation and tumor predisposition	OMIM:620189
3781	0.4282	Cerebellar, ocular, craniofacial, and genital syndrome	OMIM:618479
3781	0.4282	Marinesco-Sjögren syndrome	ORPHA:559
3781	0.4282	Juvenile amyotrophic lateral sclerosis	ORPHA:300605
3781	0.4282	Pyruvate dehydrogenase E2 deficiency	OMIM:245348
3781	0.4282	Intellectual developmental disorder, autosomal recessive 40	OMIM:615599
3781	0.4282	Ataxia, intention tremor, and hypotonia syndrome, childhood-onset	OMIM:619352
3781	0.4282	Spinocerebellar ataxia, autosomal recessive 2	OMIM:213200
3781	0.4282	Marinesco-Sjogren syndrome	OMIM:248800
3781	0.4282	Marinesco-Sjögren syndrome	ORPHA:559
3781	0.4282	Mitochondrial complex I deficiency, nuclear type 6	OMIM:618228
3781	0.4282	Intellectual developmental disorder with language impairment with or without autistic features	OMIM:613670
3781	0.4282	Congenital cataracts, facial dysmorphism, and neuropathy	OMIM:604168
3781	0.4282	Mucopolysaccharidosis-plus syndrome	OMIM:617303
3781	0.4282	Cone-rod synaptic disorder syndrome, congenital nonprogressive	OMIM:618970
3781	0.4282	Juvenile amyotrophic lateral sclerosis	ORPHA:300605
3781	0.4282	X-linked sideroblastic anemia and spinocerebellar ataxia	ORPHA:2802
3781	0.4282	Amyotrophic lateral sclerosis 2, juvenile	OMIM:205100
3781	0.4282	Juvenile amyotrophic lateral sclerosis	ORPHA:300605
3781	0.4282	Hyperphenylalaninemia, mild, non-BH4-deficient	OMIM:617384
3781	0.4282	Combined oxidative phosphorylation defect type 7	ORPHA:254930
3781	0.4282	Spastic paraplegia 55, autosomal recessive	OMIM:615035
3781	0.4282	Combined oxidative phosphorylation deficiency 7	OMIM:613559
3781	0.4282	Mitochondrial complex III deficiency, nuclear type 8	OMIM:615838
3781	0.4282	Leukodystrophy, hypomyelinating, 13	OMIM:616881
3781	0.4282	Ectodermal dysplasia with facial dysmorphism and acral, ocular, and brain anomalies, somatic mosaic	OMIM:618727
3781	0.4282	Juvenile amyotrophic lateral sclerosis	ORPHA:300605
3781	0.4282	Juvenile amyotrophic lateral sclerosis	ORPHA:300605
3781	0.4282	Spinocerebellar ataxia 21	OMIM:607454
3843	0.4281	Leukodystrophy, hypomyelinating, 9	OMIM:616140
3844	0.4277	Cognitive impairment with or without cerebellar ataxia	OMIM:614306
3844	0.4277	Meckel syndrome 1	OMIM:249000
3844	0.4277	Microphthalmia, syndromic 15	OMIM:615145
3844	0.4277	?Microphthalmia, isolated, with coloboma 9	OMIM:615145
3844	0.4277	Leukodystrophy, hypomyelinating, 8, with or without oligodontia and/or hypogonadotropic hypogonadism	OMIM:614381
3844	0.4277	Autosomal recessive spastic paraplegia type 45	ORPHA:320396
3844	0.4277	Microcephaly-thin corpus callosum-intellectual disability syndrome	ORPHA:397951
3844	0.4277	Autosomal recessive cerebelloparenchymal disorder type 3	ORPHA:1170
3844	0.4277	?Spinocerebellar ataxia, autosomal recessive 25	OMIM:617584
3844	0.4277	Autosomal recessive cerebellar ataxia-psychomotor delay syndrome	ORPHA:284271
3844	0.4277	Autosomal recessive cerebellar ataxia due to CWF19L1 deficiency	ORPHA:453521
3844	0.4277	Autosomal spastic paraplegia type 58	ORPHA:397946
3844	0.4277	?Microphthalmia, syndromic 13	OMIM:300915
3857	0.4276	Spinocerebellar ataxia 5	OMIM:600224
3857	0.4276	Fatty acid hydroxylase-associated neurodegeneration	ORPHA:329308
3857	0.4276	Mohr-Tranebjaerg syndrome	ORPHA:52368
3860	0.4274	Tatton-Brown-Rahman syndrome	ORPHA:404443
3860	0.4274	Atypical teratoid rhabdoid tumor	ORPHA:99966
3860	0.4274	Cardiospondylocarpofacial syndrome	OMIM:157800
3860	0.4274	Cohen syndrome	OMIM:216550
3860	0.4274	Orthostatic hypotension 1, due to DBH deficiency	OMIM:223360
3860	0.4274	Intellectual developmental disorder, X-linked 21	OMIM:300143
3860	0.4274	Developmental delay, hypotonia, musculoskeletal defects, and behavioral abnormalities	OMIM:619595
3860	0.4274	Crisponi syndrome	ORPHA:1545
3860	0.4274	Crisponi syndrome	ORPHA:1545
3869	0.4271	Kyphoscoliotic Ehlers-Danlos syndrome due to FKBP22 deficiency	ORPHA:300179
3870	0.427	Autosomal dominant nocturnal frontal lobe epilepsy	ORPHA:98784
3870	0.427	Autosomal dominant nocturnal frontal lobe epilepsy	ORPHA:98784
3870	0.427	Autosomal dominant nocturnal frontal lobe epilepsy	ORPHA:98784
3870	0.427	Myoclonic epilepsy, juvenile, susceptibility to, 1	OMIM:254770
3870	0.427	Autosomal dominant nocturnal frontal lobe epilepsy	ORPHA:98784
3870	0.427	Autosomal dominant nocturnal frontal lobe epilepsy	ORPHA:98784
3870	0.427	Autosomal dominant nocturnal frontal lobe epilepsy	ORPHA:98784
3870	0.427	Autosomal dominant nocturnal frontal lobe epilepsy	ORPHA:98784
3878	0.4268	?Spinocerebellar ataxia, autosomal recessive 11	OMIM:614229
3879	0.4267	Cold-induced sweating syndrome 1	OMIM:272430
3880	0.4266	Hereditary hyperekplexia	ORPHA:3197
3880	0.4266	Hereditary hyperekplexia	ORPHA:3197
3880	0.4266	Hereditary hyperekplexia	ORPHA:3197
3880	0.4266	Hereditary hyperekplexia	ORPHA:3197
3880	0.4266	Hereditary hyperekplexia	ORPHA:3197
3880	0.4266	Sjögren-Larsson syndrome	ORPHA:816
3880	0.4266	Pancreatic and cerebellar agenesis	OMIM:609069
3880	0.4266	Neurodevelopmental disorder with absent language and variable seizures	OMIM:618707
3888	0.4253	Arthrogryposis multiplex congenita 1, neurogenic, with myelin defect	OMIM:617468
3889	0.4252	Sandestig-Stefanova syndrome	OMIM:618804
3889	0.4252	Epilepsy, progressive myoclonic 3, with or without intracellular inclusions	OMIM:611726
3891	0.4251	Spondylometaphyseal dysplasia, Sedaghatian type	OMIM:250220
3892	0.425	Otospondylomegaepiphyseal dysplasia, autosomal recessive	OMIM:215150
3893	0.4249	Hypogonadotropic hypogonadism 2 with or without anosmia	OMIM:147950
3893	0.4249	Insulin-like growth factor I deficiency	OMIM:608747
3893	0.4249	Short stature, facial dysmorphism, and skeletal anomalies with or without cardiac anomalies 1	OMIM:617877
3893	0.4249	?Ondontochondrodysplasia 2 with hearing loss and diabetes	OMIM:619269
3897	0.4239	?Polymicrogyria, bilateral temporooccipital	OMIM:612691
3897	0.4239	Seizures, benign familial infantile, 3	OMIM:607745
3897	0.4239	Febrile seizures, familial, 11	OMIM:614418
3900	0.4237	Mandibular hypoplasia, deafness, progeroid features, and lipodystrophy syndrome	OMIM:615381
3901	0.4236	Hyperekplexia 1	OMIM:149400
3901	0.4236	Epilepsy, nocturnal frontal lobe, 1	OMIM:600513
3901	0.4236	Brain small vessel disease with or without ocular anomalies	OMIM:175780
3901	0.4236	?Rolandic epilepsy, impaired intellectual development, and speech dyspraxia	OMIM:300643
3901	0.4236	Ceroid lipofuscinosis, neuronal, 3	OMIM:204200
3901	0.4236	Epilepsy, X-linked 1, with variable learning disabilities and behavior disorders	OMIM:300491
3901	0.4236	Mitochondrial DNA depletion syndrome 8B (MNGIE type)	OMIM:612075
3901	0.4236	3-methylglutaconic aciduria type 9	ORPHA:505216
3901	0.4236	Severe neurodegenerative syndrome with lipodystrophy	ORPHA:363400
3901	0.4236	?Immunodeficiency 37	OMIM:616098
3901	0.4236	Intellectual developmental disorder, autosomal recessive 34, with variant lissencephaly	OMIM:614499
3901	0.4236	?Epilepsy, myoclonic, familial adult, 4	OMIM:615127
3901	0.4236	Epilepsy, familial focal, with variable foci 1	OMIM:604364
3901	0.4236	Neurodevelopmental disorder with ataxia, hypotonia, and microcephaly	OMIM:618569
3901	0.4236	McLeod syndrome with or without chronic granulomatous disease	OMIM:300842
3916	0.4235	Osteoporosis-pseudoglioma syndrome	OMIM:259770
3917	0.4229	Chronic visceral acid sphingomyelinase deficiency	ORPHA:77293
3917	0.4229	White-Kernohan syndrome	OMIM:619426
3919	0.4227	Hyper-IgD syndrome	OMIM:260920
3920	0.4226	?Split-hand/foot malformation 1 with sensorineural hearing loss	OMIM:220600
3920	0.4226	Meier-Gorlin syndrome 6	OMIM:616835
3920	0.4226	SHORT syndrome	OMIM:269880
3923	0.4223	Spondyloocular syndrome	OMIM:605822
3924	0.4221	Peroxisome biogenesis disorder 14B	OMIM:614920
3925	0.4218	Frontonasal dysplasia-severe microphthalmia-severe facial clefting syndrome	ORPHA:306542
3926	0.4217	Febrile seizures, familial, 8	OMIM:607681
3927	0.4216	Multiple synostoses syndrome 1	OMIM:186500
3928	0.4212	Perrault syndrome 1	OMIM:233400
3929	0.4207	Liang-Wang syndrome	OMIM:618729
3930	0.4204	Ehlers-Danlos syndrome, arthrochalasia type, 2	OMIM:617821
3931	0.4202	Neuropathy, hereditary sensory and autonomic, type VI	OMIM:614653
3932	0.4197	Alkaptonuria	ORPHA:56
3933	0.4192	Muscular dystrophy, limb-girdle, autosomal recessive 23	OMIM:618138
3933	0.4192	Mohr-Tranebjaerg syndrome	OMIM:304700
3933	0.4192	CPT II deficiency, lethal neonatal	OMIM:608836
3933	0.4192	Proteasome-associated autoinflammatory syndrome 1 and digenic forms	OMIM:256040
3937	0.4188	Spastic paraplegia 82, autosomal recessive	OMIM:618770
3938	0.4186	Deafness, autosomal dominant 7	OMIM:601412
3938	0.4186	Deafness, autosomal dominant 17	OMIM:603622
3938	0.4186	Polyendocrine-polyneuropathy syndrome	ORPHA:453533
3938	0.4186	?Polyendocrine-polyneuropathy syndrome	OMIM:616113
3938	0.4186	?Deafness, autosomal recessive 102	OMIM:615974
3938	0.4186	Deafness, autosomal dominant 2B	OMIM:612644
3938	0.4186	Short stature, oligodontia, dysmorphic facies, and motor delay	OMIM:619234
3938	0.4186	?Deafness, autosomal recessive 91	OMIM:613453
3938	0.4186	Deafness, mitochondrial, modifier of	OMIM:580000
3938	0.4186	Retinitis pigmentosa, X-linked, and sinorespiratory infections, with or without deafness	OMIM:300455
3938	0.4186	Lymphatic malformation 13	OMIM:620244
3949	0.4182	Distal renal tubular acidosis 3, with or without sensorineural hearing loss	OMIM:602722
3949	0.4182	?Epilepsy, myoclonic, familial adult, 5	OMIM:615400
3949	0.4182	Woodhouse-Sakati syndrome	ORPHA:3464
3952	0.4181	Rhizomelic chondrodysplasia punctata, type 2	OMIM:222765
3953	0.4176	Partington syndrome	OMIM:309510
3953	0.4176	Episodic kinesigenic dyskinesia 1	OMIM:128200
3953	0.4176	Neurodegeneration and seizures due to copper transport defect	OMIM:620306
3953	0.4176	Spastic paraplegia 89, autosomal recessive	OMIM:620379
3953	0.4176	Mitochondrial complex I deficiency, nuclear type 34	OMIM:618776
3953	0.4176	?Mitochondrial myopathy with lactic acidosis	OMIM:251950
3959	0.4171	Infantile neuroaxonal dystrophy	ORPHA:35069
3960	0.4167	Craniometaphyseal dysplasia, autosomal recessive	OMIM:218400
3961	0.4165	Chédiak-Higashi syndrome	ORPHA:167
3962	0.4164	Migraine, familial hemiplegic, 1, with progressive cerebellar ataxia	OMIM:141500
3962	0.4164	Autosomal recessive spastic paraplegia type 15	ORPHA:100996
3962	0.4164	Dentatorubral pallidoluysian atrophy	ORPHA:101
3962	0.4164	Neurodegeneration with brain iron accumulation 2B	OMIM:610217
3962	0.4164	Perrault syndrome 5	OMIM:616138
3962	0.4164	Neurodevelopmental disorder with progressive spasticity and brain white matter abnormalities	OMIM:619026
3962	0.4164	Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 14	OMIM:615352
3962	0.4164	Dihydropyrimidine dehydrogenase deficiency	OMIM:274270
3962	0.4164	Phosphoglycerate dehydrogenase deficiency	OMIM:601815
3962	0.4164	3-methylglutaconic aciduria type 7	ORPHA:445038
3962	0.4164	Congenital disorder of glycosylation, type Im	OMIM:610768
3962	0.4164	Spinocerebellar ataxia type 26	ORPHA:101112
3962	0.4164	Ceroid lipofuscinosis, neuronal, 5	OMIM:256731
3962	0.4164	Chediak-Higashi syndrome	OMIM:214500
3962	0.4164	Spastic paraplegia 35, autosomal recessive	OMIM:612319
3962	0.4164	Mitochondrial DNA depletion syndrome 3 (hepatocerebral type)	OMIM:251880
3962	0.4164	Autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome due to RUBCN deficiency	ORPHA:404499
3962	0.4164	Pontocerebellar hypoplasia, type 16	OMIM:619527
3962	0.4164	Tyrosinemia type 2	ORPHA:28378
